,id,description,price,address,date added,agent
580,67515424,1 bedroom apartment for sale,135000,"Victoria Bridge Street, Manchester",22/10/2018," by Philip James Manchester, Sales"
582,56656320,2 bedroom terraced house for sale,135000,"Williamson Street, Reddish",18/09/2018," by Space 4 Living Estate Agents, Reddish"
573,76031669,1 bedroom apartment for sale,135000,"88-92 Chapel Street, Manchester",25/05/2017, by RW Invest
584,56940582,2 bedroom flat for sale,135000,"7 Stillwater Drive, Manchester",02/10/2018," by Peter Anthony, Manchester"
585,72265421,3 bedroom terraced house for sale,135000,"Rochdale Road, Manchester, Greater Manchester, M9",22/08/2018," by Bridgfords, Whitefield"
586,57463401,1 bedroom flat for sale,135000,"Sallys Yard, 9 Hulme Street, Manchester",23/10/2018," by Jordan Fishwick, Manchester"
587,56829048,3 bedroom terraced house for sale,135000,"Neston Street, Delamere Park, Manchester",26/09/2018," by Edward Mellor Ltd, Droylsden"
588,67739272,3 bedroom semi-detached house for sale,135000,"Kirkham Avenue, Manchester",28/09/2018," by Edward Mellor Ltd, Gorton"
589,70265783,3 bedroom flat for sale,135000,"Oldham Road, Manchester, M40 7PS",06/12/2017," by Hunters, Manchester"
575,67181032,3 bedroom semi-detached house for sale,135000,"Ryder Brow Road, Manchester, Greater Manchester",26/08/2018," by House Network, National"
583,57328809,3 bedroom semi-detached house for sale,135000,"Boothroyden Road, Blackley, Manchester, Greater Manchester, M9",16/10/2018," by Bridgfords, Whitefield"
574,70054583,2 bedroom apartment for sale,135000,"Fusion 7, Salford, Greater Manchester, M5 ",25/06/2018," by Thornley Groves, Manchester Southern Gateway"
568,76646393,4 bedroom terraced house for sale,135000,"Park Street, Manchester",24/10/2018," by Keenans Estate Agents, Swinton"
571,63391222,Studio flat for sale,135000,"Michigan Point, Media City, Salford Quays, M50 2HB",17/10/2018," by Hunters, Manchester"
570,76315394,2 bedroom apartment for sale,135000,"Hulme High Street, Manchester, Greater Manchester, M15",12/10/2018," by Delisa Miller Estate Agency, Manchester"
569,66738187,3 bedroom semi-detached house for sale,135000,"Manor Road, Droylsden",16/10/2018," by Medlock Estates, Droylsden"
513,75420062,Studio flat for sale,135000,"Bridgwater Wharf Apartments, Manchester, Greater Manchester, M5",06/09/2018, by Alesco Investment Properties
567,73890281,1 bedroom apartment for sale,135000,"Renolds House, Everard Street, Salford, M5 4UB",25/07/2018," by Hunters, Manchester"
566,57008310,3 bedroom end of terrace house for sale,135000,"Stovell Avenue, Longsight, Manchester",04/10/2018," by Edward Mellor Ltd, Levenshulme"
565,56835786,2 bedroom flat for sale,135000,"Rosevale Avenue, Burnage, Manchester",27/09/2018," by Julian Wadden, Didsbury"
572,57106386,2 bedroom apartment for sale,135000,"Devonshire Court, New Hall Avenue",08/10/2018," by Aubrey Lee & Co, Prestwich"
564,76056290,1 bedroom apartment for sale,135500,"Victoria Mill, Houldsworth Street, Reddish Stockport",02/10/2018," by Philip James Kennedy, Sales"
563,72171956,1 bedroom apartment for sale,135977,"Regents Park, Ordsall Lane, Salford, Greater Manchester, M5",22/03/2018, by Royal Properties
562,75219956,1 bedroom apartment for sale,135977,"Regent Road, Salford, M5",28/08/2018, by Justin Lloyd
561,55011054,1 bedroom apartment for sale,136175,"Failsworth, Manchester",23/06/2018," by Sanderson James, Levenshulme"
560,76567241,1 bedroom apartment for sale,136500,"Hollywood, Missouri Avenue",22/10/2018, by RW Invest
558,74090417,3 bedroom semi-detached house for sale,137000,"Joyce Street, Moston, Manchester",15/10/2018," by Medlock Estates, Failsworth"
557,48428907,1 bedroom flat for sale,137000,"Wilbraham Road, Chorlton, Manchester, M21",29/11/2017," by Reeds Rains , Stretford"
559,61859941,2 bedroom flat for sale,137000,"West Craven Street, Salford, M5",15/09/2018," by Reeds Rains , Salford Quays City Living "
554,71346794,2 bedroom apartment for sale,137500,"Boston Street, Hulme",02/10/2018," by Sherlock Homes Properties Ltd, Chorlton"
556,67577536,2 bedroom semi-detached house for sale,137500,"Abbeydale Road, Manchester, M40 0AJ",18/09/2018," by Hunters, Oldham"
555,72639134,2 bedroom apartment for sale,137500,"Fox Hill Court, Heaton Mersey, Stockport",24/10/2018," by Philip James Kennedy, Sales"
553,54300816,2 bedroom flat for sale,137500,"Delamere House, Fallowfield, Manchester, M14 ",04/04/2018," by JP & Brimelow , Withington"
552,76023929,3 bedroom flat for sale,138000,"New Hall Road, Salford, Greater Manchester, M7",01/10/2018," by Aubrey Lee & Co, Blackley"
551,67468306,3 bedroom town house for sale,138500,"Moston Lane, Moston, Manchester",12/09/2018," by Clarke & Co, Chadderton"
550,75009110,1 bedroom apartment for sale,139000,"5 Ludgate Hill, Manchester, M4",16/08/2018," by Purplebricks, covering Manchester"
549,75273422,1 bedroom flat for sale,139534,"Regent Plaza Apartments, Regent Road, Salford, Greater Manchester, M5",30/08/2018, by Alesco Investment Properties
548,75954995,1 bedroom apartment for sale,139534,"Regent Plaza, Salford, Greater Manchester, M5",28/09/2018, by One Investments 
534,54792312,3 bedroom end of terrace house for sale,139950,"Yeadon Road, Manchester, M18",14/05/2018," by Madina Property, Manchester"
535,56527635,2 bedroom bungalow for sale,139950,"Calbourne Crescent, Manchester, M12",10/09/2018," by Madina Property, Manchester"
536,68373836,1 bedroom apartment for sale,139950,"Austin Court, Milden Close, Didsbury",19/09/2018," by Gascoigne Halman, Didsbury"
537,73765718,3 bedroom semi-detached house for sale,139950,"Manchester Road, Droylsden",11/06/2018," by Medlock Estates, Droylsden"
538,75601148,1 bedroom apartment for sale,139950,"Victoria Mill, 10 Vickers Street, Manchester",13/09/2018," by esale Ltd, Harrogate"
539,76518626,3 bedroom semi-detached house for sale,139950,"Broadoak Road, Manchester, Greater Manchester, M22",19/10/2018," by Glenthorpe Homes, Northenden"
540,75585734,2 bedroom maisonette for sale,139950,"Kerscott Road, Manchester, M23 ",12/09/2018," by Thornley Groves, Sale"
532,76203776,2 bedroom apartment for sale,139950,"St Anns Road, Prestwich, Manchester, Lancashire",08/10/2018," by Henstock Property Services, Middleton"
542,68014705,3 bedroom semi-detached house for sale,139950,"37 Atherley Grove, Chadderton, OL9 8DD",17/10/2018," by Alistair Stevens Chadderton, Oldham"
543,65196370,2 bedroom semi-detached house for sale,139950,"Mable Road, Manchester",04/05/2018," by Tom Clarke, Manchester"
544,56834547,3 bedroom terraced house for sale,139950,"Woodfield Road, Crumpsall, Manchester, M8",27/09/2018," by Ryder & Dutton, Middleton"
545,76634666,1 bedroom apartment for sale,139950,"Lake House, Castlefield, Manchester, M15 ",24/10/2018," by Thornley Groves, Manchester Southern Gateway"
546,75062024,3 bedroom semi-detached house for sale,139950,"Sedgley Road, Crumpsall, MANCHESTER",20/08/2018," by Henstock Property Services, Middleton"
547,68143924,1 bedroom apartment for sale,139950,"Hague Court, Hague Road, West Didsbury, Manchester",24/10/2018," by Philip James Kennedy, Didsbury"
541,68157664,3 bedroom semi-detached house for sale,139950,"Atherley Grove, Chadderton, Oldham, Greater Manchester, OL9",," by Ryder & Dutton, Chadderton"
533,56706730,3 bedroom town house for sale,139950,"Ivy Graham Close, Newton Heath, Manchester",27/10/2016," by N P Estates, Manchester"
520,57072222,3 bedroom terraced house for sale,139995,"Neston Street, Delamere Park, Manchester",06/10/2018," by Edward Mellor Ltd, Droylsden"
530,76541390,1 bedroom apartment for sale,139995,"Regents Park, Ordsall Lane, Salford, Greater Manchester, M5",20/10/2018, by Flambard Williams Limited
519,76509980,3 bedroom semi-detached house for sale,139995,"Brompton Avenue, Failsworth, Manchester",19/10/2018," by Property Perspective, North West"
521,54453795,2 bedroom apartment for sale,139995,"Trinity Court, 44 Higher Cambridge Street, Manchester. M15 6AR",03/05/2018," by Simply Residential & Simply Commercial, Bolton"
522,76550660,Studio flat for sale,139995,"Michigan Avenue, Manchester, Greater Manchester, M50",20/10/2018, by Flambard Williams Limited
523,75476486,1 bedroom flat for sale,139995,"Manchester Off Plan, Great Ancoats Street, Manchester, M4 6DJ",28/11/2017, by RW Invest
524,56445294,1 bedroom apartment for sale,139995,"88-92 Chapel Street, Manchester",25/05/2017, by RW Invest
531,52002963,Studio flat for sale,139995,"Bridgewater Wharf, 257 Ordsall Lane, Manchester, Greater Manchester, M5 3NG",11/12/2017, by Knight Knox 
526,55178430,1 bedroom flat for sale,139995,"42 Ellesmere Street, Manchester, M15",," by Purplebricks, covering Manchester"
527,76601360,1 bedroom apartment for sale,139995,"Oldham Road, Manchester",23/10/2018," by Philip James Manchester, Sales"
528,57114201,Studio flat for sale,139995,"Salford, Manchester",24/10/2018, by North Property Group Ltd
529,70579802,Studio flat for sale,139995,"Ordsall Lane, Manchester",14/05/2018," by I Am The Agent, Nationwide"
525,66572824,Studio flat for sale,139995,"Bridgewater Wharf, 257 Ordsall Lane, Manchester",23/07/2018," by Open House Estate Agents , Nationwide"
747,57472002,3 bedroom mews house for sale,140000,"Broadfield Grove, Reddish",13/09/2018," by Space 4 Living Estate Agents, Reddish"
748,56050803,3 bedroom terraced house for sale,140000,"Milton Mount, Gorton, Manchester",17/10/2018," by Sanderson James, Gorton"
749,62502109,2 bedroom apartment for sale,140000,"Moor Lane, Wythenshawe, Manchester",03/11/2017," by Jordan Fishwick, Sale"
750,75833474,2 bedroom terraced house for sale,140000,"Arnside Street, Manchester",02/10/2018," by Edward Mellor Ltd, Withington"
751,55654197,2 bedroom terraced house for sale,140000,"Haworth Drive, Stretford, Manchester, Greater Manchester, M32",13/09/2018," by Bridgfords, Stretford"
752,76540403,2 bedroom semi-detached house for sale,140000,"Heron Drive, Audenshaw, Greater Manchester, M34",20/10/2018," by Sleigh & Son, Droylsden"
754,67692500,1 bedroom apartment for sale,140000,"The Wentwood, 72-76 Newton Street, Manchester",24/09/2018," by Philip James Manchester, Sales"
755,68034790,3 bedroom semi-detached house for sale,140000,"York Road, Manchester, M43",03/10/2018," by Housesimple.com, Nationwide"
756,75817112,2 bedroom flat for sale,140000,"Christie Lane, Salford",23/09/2018," by Doorsteps.co.uk, National "
753,55479993,1 bedroom apartment for sale,140000,"Lower Vickers Street, Manchester, Greater Manchester, M40",17/07/2018," by Urbane Brix, Chester"
757,71768894,2 bedroom apartment for sale,140000,"Richmond Hill, 52 St. Stephen Street, Salford",13/09/2018," by Goodwin Fish, Manchester"
510,72440006,2 bedroom flat for sale,140000,"Ellesmere Green, Monton",20/07/2018," by Hills Residential, Eccles "
511,67917148,2 bedroom semi-detached house for sale,140000,"Falshaw Way, Gorton, Manchester, M18",10/10/2018," by Reeds Rains , Reddish "
512,76269491,Studio flat for sale,140000,"X1, Tower A, Media City, Michigan Avenue, Salford",11/10/2018," by Ascend , Manchester "
514,74878322,3 bedroom semi-detached house for sale,140000,"Assheton Road, Newton Heath, Manchester, M40",07/08/2018," by Ryder & Dutton, Chadderton"
515,74392148,Studio flat for sale,140000,"X1 Media City Apartments, Manchester, Greater Manchester, M50",06/07/2018, by Alesco Investment Properties
516,67460326,1 bedroom flat for sale,140000,"Dene Road, Didsbury, Manchester",12/09/2018," by Julian Wadden, Didsbury"
517,56549265,3 bedroom semi-detached house for sale,140000,"Avonlea Road, Droylsden, Manchester",05/10/2018," by Edward Mellor Ltd, Droylsden"
518,67239790,1 bedroom flat for sale,140000,"Ellesmere Street, Castlefielfd, Manchester, Greater Manchester, M15",28/08/2018," by Bridgfords, Manchester"
746,55011057,1 bedroom apartment for sale,140155,"Failsworth, Manchester",23/06/2018," by Sanderson James, Levenshulme"
745,51390060,1 bedroom apartment for sale,140180,"Signature Mill, Lower Vickers Street, Manchester",31/10/2017," by YOPA, National"
744,75479270,1 bedroom apartment for sale,141700,"Hollywood, Missouri Avenue",09/05/2018, by RW Invest
743,67736845,3 bedroom mews house for sale,142500,"Shillingford Road, Gorton, Manchester",28/09/2018," by Julian Wadden, REDDISH"
742,57490155,2 bedroom semi-detached house for sale,142500,"Lord Lane, Failsworth, Greater Manchester, M35",24/10/2018," by A Wilson Estates, Stalybridge"
741,55462467,1 bedroom flat for sale,142950,"99 Oldham Street, Northern Quarter",07/09/2018," by Jordan Fishwick, Manchester"
740,76495196,Studio flat for sale,142995,"Media City Tower 4 Apartments, MCtyTw4Ap65, Salford",18/10/2018, by Parker Buchanan Estates Ltd
739,75825884,1 bedroom flat for sale,143000,"Knightsbridge Court, Blackburn Street, Salford, M3 6FY",24/09/2018," by yieldit, Manchester"
738,76213634,1 bedroom apartment for sale,143000,"Hollywood, 5 Missouri Avenue",06/09/2018, by RW Invest
737,66427396,3 bedroom semi-detached house for sale,143500,"Waverley Crescent, Manchester, Greater Manchester, M43",01/10/2018," by Tepilo Limited, UK"
733,76277360,1 bedroom apartment for sale,143750,"Worrall Street, Salford, Greater Manchester, M5",11/10/2018, by Ascot Properties
734,76555643,1 bedroom flat for sale,143750,"Worrall Street, Salford, Greater Manchester, M5",21/10/2018, by Royal Properties
736,75760130,1 bedroom apartment for sale,143750,"The Warehouse at The Dye Works - Worrall Street, Salford",20/09/2018, by Live Let Buy
735,76111028,1 bedroom apartment for sale,143750,"Worrall Street, Salford, Greater Manchester, M5",04/10/2018, by Sand Royale
732,64338130,1 bedroom apartment for sale,144500,"Chester Road, , M16",23/02/2018," by Move On Estate Agents, Bolton"
731,76094222,2 bedroom apartment for sale,144950,"Altrincham Road , Sharston",03/10/2018," by Andrew J Dawson, Cheadle"
730,74965808,3 bedroom end of terrace house for sale,144950,"Eastwood Road, New Moston, Manchester, M40",13/08/2018," by Ryder & Dutton, Chadderton"
729,67561226,1 bedroom apartment for sale,144950,"New Bailey Street, Manchester, Greater Manchester, M3",04/10/2018," by George Adams (Estate Agents) Ltd, Manchester - Sales"
728,60697966,3 bedroom end of terrace house for sale,144950,"Firs Avenue, Failsworth, Manchester",02/05/2018," by N P Estates, Manchester"
727,70579805,1 bedroom apartment for sale,144995,"257 Ordsall Lane, Manchester",11/12/2017," by I Am The Agent, Nationwide"
726,70963139,1 bedroom apartment for sale,144995,"Manchester,  Greater Manchester, M5",12/01/2018, by York Laurent
725,76547921,1 bedroom apartment for sale,144995,"Ordsall Lane, Manchester, Greater Manchester, M5",20/10/2018, by Flambard Williams Limited
724,71285648,1 bedroom apartment for sale,144995,"Bridgewater Wharf, 257 Ordsall Lane, Manchester, Greater Manchester, M5 3NG",03/10/2018, by Knight Knox 
709,74465210,2 bedroom apartment for sale,145000,"Starling Close, Sharston",10/07/2018," by Andrew J Dawson, Cheadle"
708,73264802,2 bedroom flat for sale,145000,"Everard Street, Salford, Greater Manchester, M5",31/05/2018," by George Adams (Estate Agents) Ltd, Manchester - Sales"
707,67722364,3 bedroom semi-detached house for sale,145000,"Lightbowne Road, Moston, Manchester",27/09/2018," by Clarke & Co, Chadderton"
706,70484120,2 bedroom apartment for sale,145000,"Market Street,
Droylsden,
Manchester,
M43",09/12/2017, by Watkin Jones Homes
705,54916041,2 bedroom terraced house for sale,145000,"Broom Lane, Levenshulme, Manchester",16/06/2018," by Sanderson James, Levenshulme"
700,67805230,1 bedroom apartment for sale,145000,"Tintern Court, Tintern Avenue, West Didsbury, Manchester",03/10/2018," by Philip James Kennedy, Didsbury"
697,75476372,1 bedroom apartment for sale,145000,"88-92 Chapel Street, Manchester",10/11/2017, by RW Invest
698,76227554,2 bedroom terraced house for sale,145000,"Reservoir Street, Salford",09/10/2018," by Hills Residential, Eccles "
